emp_no,first_name,last_name,gender,salary,to_date
72917,Paris,Swan,F,44500,1/1/99
72920,Dekang,Radivojevic,M,83480,1/1/99
72922,Kristian,DasSarma,M,73729,1/1/99
72923,Zhenbing,Decaestecker,M,40000,1/1/99
72928,Xiahua,Rosay,M,48666,1/1/99
72943,Collette,Angot,M,65449,1/1/99
73090,Yoshinari,Takkinen,M,48393,1/1/99
73099,Percy,Strandh,F,40000,1/1/99
72959,Rosita,Wynblatt,F,40000,1/1/99
73104,Mooi,Bressoud,M,40000,1/1/99
73109,Divine,Pusterhofer,F,40000,1/1/99
73110,Gift,Osgood,M,56048,1/1/99
73111,Ottavia,Massonet,M,43571,1/1/99
73119,Miyeon,Kavraki,M,49013,1/1/99
73137,Manohar,Lortz,M,68030,1/1/99
73142,Gretta,VanScheik,F,58376,1/1/99
73143,Sreekrishna,Cincotta,M,40000,1/1/99
72963,Hugh,Butner,M,46569,1/1/99
72967,Menkae,Brobst,M,83228,1/1/99
73161,Haldon,Denos,M,52403,1/1/99
72969,Xinan,Setia,M,78665,1/1/99
72977,Shahid,Servi,M,63794,1/1/99
72981,Chanjung,Imataki,M,85699,1/1/99
73194,Perry,Castellani,F,46686,1/1/99
72986,Nikolaos,Worfolk,M,40000,1/1/99
73207,Kyoichi,Domenig,M,40000,1/1/99
73208,Yuguang,Menhardt,M,45903,1/1/99
73212,Niclas,Maraist,M,40000,1/1/99
72996,Petter,Castellani,M,40000,1/1/99
73220,Mokhtar,Serre,M,40000,1/1/99
73222,Kendra,Gurbaxani,F,40000,1/1/99
73225,Mana,Swick,M,44581,1/1/99
73004,Mitchel,Ballarin,M,61260,1/1/99
73237,Sanjoy,Bonifati,M,71930,1/1/99
73005,Sachem,Compeau,M,50521,1/1/99
73011,Zdislav,Kaiserswerth,M,40000,1/1/99
73017,Adel,Iisaka,F,59529,1/1/99
73035,Kensyu,Cummings,F,78429,1/1/99
73036,Syozo,Koyama,M,90889,1/1/99
73063,Nigel,Highland,M,40000,1/1/99
73283,Shen,Leaver,M,55758,1/1/99
73072,Vitali,Zwicker,M,45592,1/1/99
73305,Heon,Lambe,M,40000,1/1/99
73082,Ioana,Sadowski,M,60366,1/1/99
73318,Elliott,Highland,F,40000,1/1/99
73322,Atreye,Tomescu,M,81800,1/1/99
73456,Toney,Azadmanesh,F,44012,1/1/99
73336,Zhongwei,Molenkamp,M,98099,1/1/99
73339,Leni,Kamble,M,58140,1/1/99
73350,Takahira,Daescu,M,88266,1/1/99
73352,Boutros,Fortenbacher,M,40000,1/1/99
73355,Kannan,Rotem,F,49429,1/1/99
73462,Sergi,Pelc,F,83835,1/1/99
73364,Wayne,Gaughan,F,40000,1/1/99
73465,Susanne,Adachi,M,57800,1/1/99
73375,Aiichiro,Kragelund,M,55932,1/1/99
73387,Noritoshi,Axelband,M,66306,1/1/99
73389,IEEE,Sherertz,F,61335,1/1/99
73390,Ishfaq,Beutelspacher,F,64348,1/1/99
73395,Jouko,Tsukune,M,69171,1/1/99
73466,Tzu,Guerreiro,M,46274,1/1/99
73400,Billur,Heemskerk,F,61259,1/1/99
73497,Sibyl,Huhdanpaa,M,68016,1/1/99
73406,Basil,Tomescu,F,54965,1/1/99
73409,Denis,Biros,M,40000,1/1/99
73415,Renny,Pillow,M,70580,1/1/99
73425,Parviz,Aumann,M,51354,1/1/99
73430,Khosrow,Beausoleil,M,41410,1/1/99
73446,Yuguang,Gronowski,F,51562,1/1/99
73499,Ult,Ferriere,F,67659,1/1/99
73500,Sahrah,Thambidurai,M,49123,1/1/99
73515,Khun,Chelton,F,55181,1/1/99
73523,Fei,Parascandalo,M,68413,1/1/99
73532,Becky,dAstous,M,58237,1/1/99
73539,Renee,Serot,F,49459,1/1/99
73644,Eberhardt,Backhouse,M,92720,1/1/99
73542,Shigehito,Acton,M,84958,1/1/99
73655,Aram,Garrabrants,F,41368,1/1/99
73548,Margareta,Pena,F,60839,1/1/99
73553,Duro,Botman,M,40000,1/1/99
73673,Chenxi,Yurov,F,48827,1/1/99
73674,Yifei,Jahnichen,F,80999,1/1/99
73559,Masamitsu,Murrill,M,40000,1/1/99
73687,Zito,Bakhtari,F,61054,1/1/99
73689,Mansur,Goldhammer,F,50994,1/1/99
73572,Yuuichi,Schapire,M,54670,1/1/99
73578,Berna,Rohrbach,F,50566,1/1/99
73595,Nobuyoshi,Vandervoorde,F,45910,1/1/99
73726,Elvia,Mawatari,M,40000,1/1/99
73733,Takanari,Kusakari,F,61413,1/1/99
73734,Zhongwei,Rodite,M,66545,1/1/99
73739,Marin,Krohm,M,60709,1/1/99
73744,Basil,Baalen,F,48738,1/1/99
73601,Aloke,Vasanthakumar,M,63363,1/1/99
73756,Moni,Strooper,F,40000,1/1/99
73758,Serenella,Sevcikova,M,44201,1/1/99
73612,Toney,Lienhardt,F,58388,1/1/99
73761,Mark,Birge,F,69853,1/1/99
73762,Leaf,Tchuente,F,45234,1/1/99
73765,Richara,Gimbel,M,69223,1/1/99
73777,Carrsten,DeMori,M,44146,1/1/99
73782,Janche,Prochazka,F,40000,1/1/99
73790,Kazunori,Pepe,M,61447,1/1/99
73615,Manton,Vecchi,M,40000,1/1/99
73808,Urs,Skafidas,F,40000,1/1/99
73811,Valeri,Trogemann,F,44473,1/1/99
73812,Shugo,Koblitz,F,70712,1/1/99
73817,Nikolaos,Veccia,F,57197,1/1/99
73823,Shaibal,Michaels,F,74949,1/1/99
73835,Leif,Krupka,M,83289,1/1/99
73841,Xiaocheng,Beznosov,M,71616,1/1/99
73842,Seongbin,Esteva,M,76465,1/1/99
73855,Greger,Blokdijk,M,70976,1/1/99
73868,Moon,Goodrum,M,79654,1/1/99
73880,Katsuyuki,Gente,F,40000,1/1/99
73883,Lihong,Comellas,M,82880,1/1/99
73885,Gianluca,Farrow,M,40000,1/1/99
73891,Rasikan,Rebaine,F,80024,1/1/99
73901,Arif,Ernst,F,54929,1/1/99
73911,Ziya,Syrotiuk,M,40000,1/1/99
73914,Atreyi,Smailagic,M,40000,1/1/99
73621,Gadiel,Imataki,M,51256,1/1/99
73921,Maja,Rijsenbrij,M,40000,1/1/99
73628,Lucien,Riefers,M,58265,1/1/99
73937,Kagan,Moehrke,M,56500,1/1/99
73635,Roselyn,Desikan,F,52881,1/1/99
73636,Macha,Koblitz,M,40000,1/1/99
73952,Georgy,Matzov,M,54749,1/1/99
74014,Hilary,Benaini,M,44130,1/1/99
73965,Tonia,Verhaegen,M,40000,1/1/99
73969,Yongdong,Prampolini,M,40140,1/1/99
73972,Makato,Biron,F,75625,1/1/99
73984,Ioana,Peltason,F,40251,1/1/99
74015,Parke,Lubachevsky,M,68789,1/1/99
73996,Sachar,Yamaashi,M,40000,1/1/99
74021,Qiwen,Baba,F,52086,1/1/99
74024,Dinkar,Cools,F,84359,1/1/99
74025,Paloma,Figueira,M,40000,1/1/99
74027,Goo,Openshaw,F,48363,1/1/99
74042,Rosine,Kaiserswerth,M,83655,1/1/99
74046,Jungsoon,Birta,F,55534,1/1/99
74048,Krister,Mandell,M,40000,1/1/99
74050,Greger,Staylopatis,M,40000,1/1/99
74056,Fumitake,Ishibashi,M,49164,1/1/99
74202,Aamer,Schneeberger,M,48172,1/1/99
74069,Bluma,Schusler,M,75624,1/1/99
74084,Hatem,Vasanthakumar,M,59734,1/1/99
74233,Zvonko,Spell,M,40000,1/1/99
74246,Tomofumi,Erdi,M,99729,1/1/99
74101,Debaprosad,Porenta,F,51287,1/1/99
74258,Apostol,Hemaspaandra,M,40000,1/1/99
74271,Guther,Coombs,F,79587,1/1/99
74273,Rosita,Gladwell,M,40000,1/1/99
74106,Sailaja,Uchoa,M,67742,1/1/99
74286,Ramya,Bugaenko,F,40000,1/1/99
74116,Adit,Couchot,M,40000,1/1/99
74301,Leaf,Sethi,F,45021,1/1/99
74122,Sushant,Cappello,M,40000,1/1/99
74315,Kristinn,Henseler,F,40000,1/1/99
74316,Eran,Desikan,M,73441,1/1/99
74126,Dulce,Bala,M,64060,1/1/99
74323,Katsuo,Yetto,F,48439,1/1/99
74327,Aloke,Rahier,F,40000,1/1/99
74151,Munehiro,Bahl,M,76340,1/1/99
74332,Brigham,Impagliazzo,M,42665,1/1/99
74342,Jamaludin,Fiutem,M,87368,1/1/99
74353,Shan,Rajala,F,51591,1/1/99
74354,Aron,Lorys,F,40000,1/1/99
74358,Mohammad,Lanteri,M,71479,1/1/99
74156,Bodo,Lovengreen,M,40000,1/1/99
74164,Yakichi,Ambroszkiewicz,F,48103,1/1/99
74166,Shawna,Beidas,M,43899,1/1/99
74169,Eldridge,Baek,M,40706,1/1/99
74176,Mariangiola,Conte,M,45366,1/1/99
74177,Charmane,Azumi,F,40000,1/1/99
74182,Takushi,Stasinski,F,40000,1/1/99
74184,Demin,Crelier,M,61716,1/1/99
74388,Mokhtar,Miyakawa,F,54421,1/1/99
74186,Nectarios,Landherr,F,52913,1/1/99
74188,Kersti,Cronau,M,41541,1/1/99
74571,Atilio,Viele,M,95687,1/1/99
74406,Jaber,Tzvieli,F,40514,1/1/99
74408,Padma,Rodite,M,58467,1/1/99
74413,Juichirou,Nitta,M,51003,1/1/99
74420,Horward,Marsiglia,F,73505,1/1/99
74425,Shakhar,Pero,M,50240,1/1/99
74447,Atilio,Hebert,F,40000,1/1/99
74450,Ortrun,Radivojevic,M,40000,1/1/99
74573,Torsten,DeMori,M,56150,1/1/99
74458,Gennady,Guenter,F,52323,1/1/99
74576,Sanjiv,Mundy,F,44608,1/1/99
74585,Youssef,Maliniak,M,40000,1/1/99
74481,Theirry,Restivo,M,40000,1/1/99
74493,Susanne,Chelton,M,54053,1/1/99
74494,Jongsuk,Czap,F,46311,1/1/99
74502,Bedrich,Delaune,F,40000,1/1/99
74506,Becky,Picaronny,M,74502,1/1/99
74605,Kayoko,Berstel,M,66119,1/1/99
74514,Rosalyn,Benzmuller,F,56611,1/1/99
74609,Divier,Conta,F,41187,1/1/99
74537,Sanjay,Samarati,M,40000,1/1/99
74618,Sanjiv,Zyda,M,50834,1/1/99
74542,Adin,Naumovich,M,74942,1/1/99
74634,Gad,Strandh,F,40000,1/1/99
74639,Heeju,Cooley,M,43157,1/1/99
74642,Billur,Range,M,40000,1/1/99
74656,Mayuri,Radivojevic,F,48554,1/1/99
74672,Vishu,Genther,M,40000,1/1/99
74766,Mats,Nitta,M,42819,1/1/99
74681,Marjo,Passafiume,M,61850,1/1/99
74772,Anoosh,Esteva,F,64329,1/1/99
74779,Beshir,Thibadeau,F,64227,1/1/99
74683,Takanari,Clouatre,M,61336,1/1/99
74783,Eckart,Schaaf,M,65655,1/1/99
74684,Oguz,Bernatsky,M,64613,1/1/99
74690,Kristin,Streit,M,60074,1/1/99
74802,Mingzeng,Demizu,M,49280,1/1/99
74695,Bluma,Yamaashi,F,51493,1/1/99
74811,Khatoun,Pardalos,F,53056,1/1/99
74699,Moon,Rotem,F,40000,1/1/99
74817,Quingbo,Ranai,F,43296,1/1/99
74706,Fen,Tibblin,F,52180,1/1/99
74723,Sibyl,Chiodo,F,73177,1/1/99
74837,Vitaly,Gunderson,F,40000,1/1/99
74851,Takanari,Ratzlaff,M,42705,1/1/99
74733,Val,Sabnani,M,70874,1/1/99
74868,Shuji,Parfitt,F,43508,1/1/99
74742,Troy,Gurbaxani,M,40000,1/1/99
74878,Mark,Leaver,F,50609,1/1/99
74883,Yonghoan,Hofman,M,40337,1/1/99
74938,Mohit,Felcyn,M,42244,1/1/99
74888,Falguni,Jansen,M,40000,1/1/99
74897,Ayonca,Danlos,M,50069,1/1/99
74903,Xinan,Farris,M,50356,1/1/99
74907,Golgen,Murtha,M,40000,1/1/99
74914,Xiaopeng,Melter,M,71780,1/1/99
74921,Holgard,Rehfuss,M,67629,1/1/99
74922,Etsuo,Milicic,M,40000,1/1/99
74923,Geoffry,Pepe,F,50867,1/1/99
74935,Manohar,Vendrig,M,40000,1/1/99
75126,Arif,Schaar,M,40000,1/1/99
75129,Kayoko,Potthoff,F,40000,1/1/99
75133,Tayeb,Spataro,M,56805,1/1/99
75134,Rimli,Cullers,M,72006,1/1/99
75142,Uwe,Speckmann,F,81072,1/1/99
75151,Weicheng,Gecsei,M,40000,1/1/99
75166,Aamod,Snyers,M,71375,1/1/99
75172,Xianlong,Kohling,F,48451,1/1/99
75186,Filipp,Miyakawa,M,59874,1/1/99
75192,Zejun,Speer,F,48460,1/1/99
75196,Marla,Kenevan,M,42682,1/1/99
75201,Boguslaw,Basagni,F,62433,1/1/99
75218,Jaroslava,Fujisawa,F,51557,1/1/99
75221,Bilhanan,Pelc,F,40000,1/1/99
75226,Nechama,Couchot,F,46501,1/1/99
75228,Sadok,Bierman,M,40560,1/1/99
75236,Supot,Lorin,M,40000,1/1/99
75249,Parto,Junet,M,40000,1/1/99
75253,Kwee,Schaar,F,40000,1/1/99
75272,Hidekazu,Imataki,F,40000,1/1/99
75277,Arne,Demri,F,87230,1/1/99
75285,Shahid,Ranft,M,62245,1/1/99
75290,Maren,Kobara,F,40000,1/1/99
75292,Lucien,Cairo,M,44885,1/1/99
74939,Rimli,Valiente,F,40000,1/1/99
75308,Selwyn,Gire,F,40000,1/1/99
75309,Shih,Weisert,F,58381,1/1/99
75314,Valter,Ranst,M,85932,1/1/99
74950,Weidon,Trelles,F,40000,1/1/99
74958,Mantis,Rissland,F,41636,1/1/99
75335,Supot,Versino,F,47284,1/1/99
74965,Owen,Babu,M,67482,1/1/99
75347,Aemilian,Simmen,M,40000,1/1/99
74984,Udi,Thorensen,M,68929,1/1/99
75370,Kwee,Alameldin,F,71492,1/1/99
75379,Geraldo,Desikan,F,40000,1/1/99
75007,Yunming,Bharadwaj,M,40000,1/1/99
75388,Angus,Cangellaris,M,40000,1/1/99
75390,Ulf,Gewali,F,40000,1/1/99
75406,Paraskevi,Luca,F,71315,1/1/99
75020,Lidong,Cannard,F,40000,1/1/99
75416,Chanjung,Pell,M,40000,1/1/99
75417,Arif,Sanella,M,44184,1/1/99
75418,Kristine,Kroll,M,40000,1/1/99
75042,Rance,Negoita,M,64290,1/1/99
75435,Maria,Veccia,F,44486,1/1/99
75456,Lalit,Edelhoff,F,40000,1/1/99
75471,Karoline,Simmen,M,64883,1/1/99
75477,Dekang,Tsukuda,M,40000,1/1/99
75051,Roddy,Mansanne,M,67846,1/1/99
75052,Angus,Kroha,M,49369,1/1/99
75061,Jeanne,Benner,M,75234,1/1/99
75064,Insup,Kalorkoti,M,40000,1/1/99
75065,Chenyi,Sinitsyn,M,50867,1/1/99
75066,Aiman,Mungall,M,43279,1/1/99
75068,Vasilii,Rando,F,51094,1/1/99
75505,Jacopo,Isaac,F,57647,1/1/99
75506,Lokesh,Nastansky,F,71540,1/1/99
75074,Koldo,Gyimothy,M,67491,1/1/99
75511,Jianhua,Luby,F,40000,1/1/99
75514,Jaihie,Ozeri,M,40000,1/1/99
75530,Martial,Beutelspacher,M,76080,1/1/99
75533,Tomoyuki,Coorg,M,69617,1/1/99
75538,Alenka,Krohm,M,76716,1/1/99
75546,Geoffrey,Samarati,M,40000,1/1/99
75549,King,Schiettecatte,F,72720,1/1/99
75551,Sreekrishna,Schrift,M,53699,1/1/99
75561,Nahum,Jervis,F,52299,1/1/99
75568,Susanta,Meszaros,F,40000,1/1/99
75574,Utpal,Melton,F,79671,1/1/99
75076,Licheng,Ratnakar,M,56337,1/1/99
75081,Vesna,Gien,F,89182,1/1/99
75589,Sudharsan,Ghazalie,M,41806,1/1/99
75086,Sorina,Passino,M,41895,1/1/99
75096,Faiza,Himler,F,68790,1/1/99
75114,Lillian,Ladret,M,67056,1/1/99
75688,Adamantios,Crooks,M,58658,1/1/99
75640,Bokyung,Pocchiola,M,87570,1/1/99
75643,Chrisa,Oberman,M,40000,1/1/99
75646,Hideo,Cools,F,40000,1/1/99
75659,Saniya,Riefers,F,41129,1/1/99
75668,Sarita,Bratsberg,M,82285,1/1/99
75695,Patricia,Speek,F,40000,1/1/99
75699,Toshimi,Uhrig,M,54831,1/1/99
75704,Sanjoy,Zweizig,M,40000,1/1/99
75712,Aleksander,Sooriamurthi,F,52333,1/1/99
75717,Waiman,Schach,M,59233,1/1/99
75868,Marko,Sadowski,M,56136,1/1/99
75874,Tsz,Cusworth,M,40000,1/1/99
75722,Poorav,Furudate,F,45530,1/1/99
75885,Tua,Strehl,M,49260,1/1/99
75891,Przemyslawa,Moffat,M,45509,1/1/99
75900,Uri,Deverell,M,61099,1/1/99
75911,Jessie,Lipner,M,71590,1/1/99
75914,Ortrun,Mersereau,M,67441,1/1/99
75915,Luisa,Maierhofer,M,40000,1/1/99
75916,Dante,Besselaar,M,42232,1/1/99
75725,Stella,Rijsenbrij,M,55633,1/1/99
75918,Maik,Rodiger,M,40000,1/1/99
75923,Paddy,Krichel,M,40000,1/1/99
75737,Koldo,Jording,M,71231,1/1/99
75927,Mooi,Debuse,F,51255,1/1/99
75938,Naraig,McFarlan,M,40000,1/1/99
75740,Mang,Range,F,40000,1/1/99
75944,Deborah,Rohrbach,F,40000,1/1/99
75741,Candido,Birsak,M,71341,1/1/99
75952,Luerbio,Toyoshima,F,47326,1/1/99
75956,Zine,Gaughan,M,40000,1/1/99
75748,Xuejia,Varman,M,64885,1/1/99
75965,Geraldo,Babu,F,40000,1/1/99
75755,Harjit,Mullainathan,M,40119,1/1/99
75971,Honesty,Kisuki,M,54962,1/1/99
75785,Zissis,Irland,M,53290,1/1/99
75983,Martins,Kermarrec,F,40000,1/1/99
75990,Irene,Montemayor,F,45551,1/1/99
75994,Muzhong,Michaeli,M,64613,1/1/99
75996,Eberhardt,Langford,F,40000,1/1/99
76006,Filipp,Vakili,M,40000,1/1/99
76012,Barton,Hofting,F,76180,1/1/99
76018,Leon,Honglei,F,40000,1/1/99
75805,Berry,Benveniste,M,54047,1/1/99
76022,Xuejia,Hanabata,F,40000,1/1/99
76030,TRUE,Jakobus,M,40000,1/1/99
75832,Guiseppe,Sherertz,F,52362,1/1/99
75840,Unal,Baar,F,80223,1/1/99
75851,Gor,Leonhardt,M,40000,1/1/99
75854,Shahab,Grabner,F,52809,1/1/99
76234,Takahito,Lovengreen,F,40000,1/1/99
76050,Perry,Pramanik,M,46334,1/1/99
76077,Yunming,McAlpine,M,40000,1/1/99
76078,Hausi,Poehlman,F,87522,1/1/99
76239,Nectarios,Baca,M,58939,1/1/99
76085,Christfried,Bratsberg,M,71936,1/1/99
76247,Mads,Azuma,M,82475,1/1/99
76092,Manohar,Sevcikova,M,40000,1/1/99
76104,TRUE,Garrabrants,M,45296,1/1/99
76121,Ioana,Vakili,M,40000,1/1/99
76136,Sakthirel,Rando,F,40000,1/1/99
76137,Utz,Llado,F,40000,1/1/99
76139,Mark,Speer,F,85585,1/1/99
76142,Nikolaos,Ambroszkiewicz,F,88018,1/1/99
76143,Perla,Cappelletti,F,54568,1/1/99
76144,Khue,Clemencon,M,40000,1/1/99
76145,Mitsuyuki,Byoun,M,43979,1/1/99
76151,Manton,Marakhovsky,F,40000,1/1/99
76159,Almudena,Molenaar,F,70738,1/1/99
76177,Kerryn,Sommen,M,40000,1/1/99
76198,Toshiki,Waeselynck,M,50818,1/1/99
76211,Kenton,Hashii,M,47848,1/1/99
76225,Dinkar,Zumaque,M,61079,1/1/99
76425,Kshitij,Hockney,M,40000,1/1/99
76427,Dhritiman,Conte,F,62489,1/1/99
76443,Ute,Arlazarov,F,54959,1/1/99
76444,Geoff,Validov,M,46190,1/1/99
76455,Jolita,Redmiles,M,76827,1/1/99
76250,Fumiyo,Linnainmaa,F,40000,1/1/99
76465,Jessie,Smailagic,M,58695,1/1/99
76477,Fumitake,Callaway,M,65586,1/1/99
76252,Marco,Khamsi,F,53468,1/1/99
76265,Doowon,Stavenow,M,48981,1/1/99
76484,Leucio,Raoux,F,40000,1/1/99
76488,Baruch,Sridhar,M,50923,1/1/99
76493,Mansur,Oxman,F,55377,1/1/99
76277,Yuqun,Schieder,M,40000,1/1/99
76516,Arnd,Kroll,M,48406,1/1/99
76278,Oldrich,Heiserman,F,40000,1/1/99
76521,Uinam,Fritzsche,M,40000,1/1/99
76293,Nagui,Reinhart,M,56496,1/1/99
76530,Honesty,Benner,M,40000,1/1/99
76536,Mikhail,Daescu,M,40000,1/1/99
76539,Cordelia,Monarch,F,40000,1/1/99
76541,Nigel,Bharadwaj,M,55935,1/1/99
76300,Ranga,Luan,M,82199,1/1/99
76543,Reinhold,Miculan,F,44805,1/1/99
76549,Goetz,Narwekar,F,57651,1/1/99
76322,Sanjoy,Pepe,F,62824,1/1/99
76562,Renee,Basart,F,65292,1/1/99
76325,Rosalie,Maierhofer,M,75110,1/1/99
76586,Karlis,Schurmann,F,69510,1/1/99
76590,Mats,Bazelow,F,57753,1/1/99
76331,Jaroslava,Delgrange,F,71238,1/1/99
76339,Aloys,Ohori,M,40000,1/1/99
76358,Jordanka,Chinal,M,42161,1/1/99
76605,Randy,Slobodova,F,71334,1/1/99
76373,Duangkaew,Tsunoo,M,40000,1/1/99
76374,Giao,Brookman,F,49230,1/1/99
76642,Hein,Goldhammer,M,48958,1/1/99
76644,Huei,Junet,M,71195,1/1/99
76396,Khun,Kakkad,M,40000,1/1/99
76667,Luisa,Puppe,F,57004,1/1/99
76672,Remko,Peris,F,40000,1/1/99
76673,Cathie,Rando,M,51965,1/1/99
76398,Younwoo,Heijenga,M,40000,1/1/99
76680,Uriel,Collette,M,40000,1/1/99
76408,JiYoung,Ananiadou,M,52122,1/1/99
76687,Heeju,Siochi,M,78762,1/1/99
76689,Mansur,Steinauer,F,46470,1/1/99
76690,Shaowen,Danley,F,62839,1/1/99
76696,Saniya,Steenbeek,F,56373,1/1/99
76786,Tomofumi,Karlin,M,40000,1/1/99
76703,Hairong,Huttel,M,59619,1/1/99
76704,Valery,Shackel,F,57468,1/1/99
76709,Berto,Georg,M,40000,1/1/99
76724,Gino,Lueh,M,40000,1/1/99
76727,Valeri,Dusink,M,56046,1/1/99
76809,Sariel,Zhiwei,F,40000,1/1/99
76743,Mechthild,Simmel,M,54202,1/1/99
76749,Luise,Raoux,F,52584,1/1/99
76750,Tomoyuki,Eastman,F,45909,1/1/99
76754,Sanjay,Roison,F,40000,1/1/99
76759,Zvonko,Hammerschmidt,F,78279,1/1/99
76760,Adib,Bale,M,48303,1/1/99
76761,Raimond,Aloia,M,72745,1/1/99
76764,Shuzo,Gien,M,40000,1/1/99
76766,Sariel,Maierhofer,F,40000,1/1/99
76811,Ronnie,Kushner,F,58545,1/1/99
76772,Gao,Garigliano,F,42932,1/1/99
76775,Arfst,Pietrzykowski,F,42433,1/1/99
76813,Tua,Pietrzykowski,F,57616,1/1/99
76816,Aamod,Terlouw,M,42142,1/1/99
76822,Rafail,Gniady,M,40000,1/1/99
76825,Sasan,Zaumen,F,43803,1/1/99
76843,Dmitri,Bhattacharjee,F,40000,1/1/99
76853,Sanjit,Puppo,F,56045,1/1/99
76878,Abdelwaheb,Turnbull,M,64870,1/1/99
76977,Sigeru,Stroustrup,F,66149,1/1/99
76979,Claude,Fiutem,M,52198,1/1/99
76985,Amalendu,Fontan,M,40000,1/1/99
77002,Aran,Ratnakar,F,55048,1/1/99
77005,Hercules,Rosin,M,76482,1/1/99
77014,Barry,Redmiles,M,40000,1/1/99
77039,Susanta,Walston,M,40000,1/1/99
77043,Shaibal,Argence,M,81984,1/1/99
77052,Pohua,Hagimont,F,44033,1/1/99
77059,Garnik,Slobodova,F,56707,1/1/99
77060,Menkae,Kleiser,F,40000,1/1/99
77067,Cheong,Tokunaga,F,48950,1/1/99
77068,Leucio,Rattan,F,40000,1/1/99
77081,Rance,Fritzsche,M,55308,1/1/99
77089,Renee,Wrigley,M,59550,1/1/99
76886,Shaw,Makrucki,M,53551,1/1/99
77100,Mihalis,Baaleh,M,41249,1/1/99
77102,Gad,Hettesheimer,M,64931,1/1/99
76895,Souichi,Meriste,F,50137,1/1/99
76897,Achilleas,Bamford,M,50411,1/1/99
76899,Hongzhu,Comte,M,43647,1/1/99
77138,Haldun,Karner,F,60043,1/1/99
76905,Honesty,Rajcani,F,40000,1/1/99
77144,Gill,Milicia,F,84757,1/1/99
77147,Elrique,Baez,M,84965,1/1/99
76909,Samphel,Luft,M,40000,1/1/99
76916,Yonghong,Morton,M,49653,1/1/99
76923,Shigehito,Blokdijk,M,52481,1/1/99
76957,Saniya,Rosca,M,65976,1/1/99
77159,Naftaly,Awdeh,M,50881,1/1/99
76961,Luisa,Nishimukai,M,56789,1/1/99
77344,Gian,Lorch,M,54163,1/1/99
77173,Sachem,Merey,M,95344,1/1/99
77179,Gonzalo,Garigliano,M,40000,1/1/99
77181,Aiman,Irland,F,40000,1/1/99
77184,Vatsa,Kusakari,M,54473,1/1/99
77186,Irene,Crooks,M,69031,1/1/99
77193,Keiichiro,Benzmuller,F,40000,1/1/99
77195,Owen,Birrer,M,40000,1/1/99
77196,Lillian,Benner,M,50999,1/1/99
77201,Kiyotoshi,Butner,M,82923,1/1/99
77205,Toshiki,Nivat,F,65533,1/1/99
77208,Bartek,Malabarba,F,61014,1/1/99
77211,Kasturi,Msuda,M,40000,1/1/99
77212,Shaowen,Einsfeld,F,40000,1/1/99
77218,Zhilian,Hettesheimer,M,40449,1/1/99
77225,Tomokazu,Cannard,M,40000,1/1/99
77231,Yuqun,Luft,M,44555,1/1/99
77232,Kinh,Krogh,M,47571,1/1/99
77234,Kazuhisa,Krohm,M,60691,1/1/99
77241,Uri,Sommen,F,55656,1/1/99
77244,Garnet,Docker,M,53011,1/1/99
77263,Arto,Keustermans,M,87513,1/1/99
77279,Xuejun,Burnard,M,55081,1/1/99
77292,Berhard,Roccetti,M,40000,1/1/99
77295,Weijing,Taubman,F,40000,1/1/99
77297,Wanqing,Zumaque,F,57173,1/1/99
77302,Lihong,Reinhart,F,43088,1/1/99
77314,Augustine,Fabrizio,M,62273,1/1/99
77316,Peternela,Milicic,M,59063,1/1/99
77324,Gila,Isaac,M,67287,1/1/99
77325,Feiyu,Brickell,M,70697,1/1/99
77331,Jolita,Restivo,M,52720,1/1/99
77334,Jaber,Hegner,M,60836,1/1/99
77531,Padma,Czaja,M,40000,1/1/99
77535,Yonghong,Codenie,M,45922,1/1/99
77538,Masadi,Remmers,M,40000,1/1/99
77540,Tse,Werthner,M,44796,1/1/99
77541,Hideo,Furudate,M,67940,1/1/99
77545,Gopalakrishnan,Paciorek,F,68534,1/1/99
77551,Lansing,Ossenbruggen,F,77484,1/1/99
77346,Shir,Walston,F,54017,1/1/99
77554,Troy,Iisaka,M,40000,1/1/99
77558,Ranga,Welham,F,58779,1/1/99
77349,Goncalo,Butterworth,M,40000,1/1/99
77562,Gianluca,Openshaw,F,40000,1/1/99
77568,Erzsebet,Peck,M,84201,1/1/99
77359,Anneke,Dengi,F,40000,1/1/99
77571,Odoardo,Coorg,F,40000,1/1/99
77573,Gro,Barriga,F,48981,1/1/99
77365,Elvia,Haddadi,F,40000,1/1/99
77374,Laurentiu,Greibach,F,64498,1/1/99
77599,Gudjon,Rosca,M,62534,1/1/99
77601,Frederique,Toyoshima,F,47218,1/1/99
77378,Zissis,Crelier,M,40000,1/1/99
77610,Sanjeeva,Kadhim,M,44937,1/1/99
77613,Stabislas,Frijda,M,40000,1/1/99
77615,Jianwen,Krupka,M,63718,1/1/99
77386,Bowen,McFarlan,M,71161,1/1/99
77623,Takushi,Anger,M,40000,1/1/99
77390,Gully,Larfeldt,M,64914,1/1/99
77391,JiYoung,Polupanov,M,48200,1/1/99
77641,Berni,Nishimukai,F,79829,1/1/99
77394,Mary,Wielonsky,M,68961,1/1/99
77644,Ziva,Swen,F,61928,1/1/99
77650,Idoia,Bennis,F,53035,1/1/99
77653,Geraldo,Chartres,M,58087,1/1/99
77659,Owen,Sridhar,M,40000,1/1/99
